,약국명,주소,전화번호
290,건강한온누리약국,"서울특별시 강남구 압구정로34길 11, 압구정스퀘어 105호 (신사동)",02-2268-4582
291,건강한온누리약국,서울특별시 강서구 가로공원로82길 41-8,02-2606-0012
292,건강한우리약국,"서울특별시 양천구 지양로 22, 승원빌딩 1층 102호 (신월동)",02-2693-3137
293,건국약국,"서울특별시 성동구 아차산로 92, 광명타워 1층 (성수동2가)",02-549-5011
294,건대가온약국,"서울특별시 광진구 광나루로 410, 105호 (화양동, KCC파크타운)",02-453-4669
295,건대애플약국,"서울특별시 광진구 아차산로 244, 1층 나1호 일부호 (자양동)",02-463-1020
296,건대역약국,서울특별시 광진구 아차산로 218 (자양동),02-497-4337
297,건대온누리약국,"서울특별시 광진구 능동로 110, 스타시티영존 지하2층 B203-1,204호 (화양동)",02-457-7999
298,건대지하철약국,"서울특별시 광진구 능동로 지하110, 7호선 건대입구역 지하2층 201호 (화양동)",02-461-1401
299,건명약국,서울특별시 중랑구 면목로 421,02-435-3900
300,건민약국,"서울특별시 노원구 동일로191길 23, 1층 (공릉동)",02-975-1254
301,경남약국,"서울특별시 양천구 목동서로 38, 상가A동 107호, 113호 (목동, 목동신시가지아파트1단지)",02-2647-3012
302,경도약국,서울특별시 영등포구 여의대방로 383,02-780-5004
303,경명약국,"서울특별시 영등포구 선유서로25길 5-1, (양평동2가)",02-2634-1046
304,경민약국,"서울특별시 양천구 신월로10길 16 (신월동, 삼성아파트)",02-2603-2133
305,경성약국,"서울특별시 관악구 남부순환로161길 70, (신림동)",02-855-3927
306,경애약국,서울특별시 동대문구 사가정로25길 18 (장안동),02-2212-8941
307,경옥채한약국,"서울특별시 강남구 삼성로145길 13, 1층 102호 (청담동)",02-3013-1075
308,경원약국,서울특별시 동대문구 고산자로36길 3 (제기동),02-967-6217
309,경인약국,서울특별시 용산구 새창로14길 50 (용문동),02-715-6083
310,경인약국,"서울특별시 송파구 가락로42길 9, 경인약국 (방이동)",02-412-7891
311,경일약국,서울특별시 종로구 평창문화로 35  (평창동),02-391-3469
312,경일약국,"서울특별시 금천구 시흥대로72길 32, (시흥동)",02-802-9104
313,경창약국,서울특별시 양천구 월정로 53 (신월동),02-2607-2727
314,경하프라자약국,"서울특별시 은평구 서오릉로 157, (구산동)",02-385-7271
315,경화당약국,서울특별시 노원구 화랑로 337,02-919-7167
316,경희고황약국,"서울특별시 동대문구 경희대로 17, 1,2층 (회기동)",02-6013-1675
317,경희궁햇살약국,"서울특별시 종로구 송월길 99, 203동 2218호 (홍파동, 경희궁자이 2단지)",02-733-3342
318,경희다정한약국,"서울특별시 동대문구 답십리로65길 77, 1층 (장안동)",02-3390-5175
319,경희동문약국,서울특별시 동대문구 경희대로 19 (회기동),02-960-0557
320,경희메디칼약국,"서울특별시 동대문구 경희대로 24, 1층 (회기동)",02-966-5830
321,경희메디칼온누리약국,"서울특별시 강동구 동남로 889, 103호 (명일동)",02-427-5757
322,경희수약국,"서울특별시 강동구 동남로 881, 서희스타힐스 103호 (명일동)",02-441-7001
323,경희온누리약국,서울특별시 동대문구 경희대로1가길 32 (회기동),02-3295-0055
324,경희우리약국,"서울특별시 동대문구 경희대로 21, 지층, 1층, 2층 (회기동)",02-963-8113
325,경희일번약국,"서울특별시 강동구 동남로 889, 101호 (명일동)",02-441-2011
326,경희자연한약국,"서울특별시 강남구 논현로95길 29-13, 2층 (역삼동)",02-412-0705
327,경희자연한약국,"서울특별시 동대문구 망우로 35, 상가동 B103, B104(일부)호 (휘경동, 휘경 제이스카이 아파트)",02-2203-7511
328,경희정문약국,"서울특별시 동대문구 경희대로 22-1, 1층 (회기동)",02-957-6257
329,경희제일약국,서울특별시 동대문구 경희대로 19-5 (회기동),02-6403-1082
330,경희중앙약국,"서울특별시 동대문구 경희대로 19-9, 지하1층, 1층 (회기동)",02-968-4445
331,경희착한맘한약국,"서울특별시 송파구 송파대로 345, 1A동 2층 55호 (가락동, 헬리오시티)",02-449-1613
332,경희프라자약국,서울특별시 강동구 구천면로 245,02-472-8244
333,경희한방약국,"서울특별시 관악구 낙성대역길 91, 1층 (봉천동)",02-878-7578
334,계령약국,"서울특별시 동작구 성대로 32 (상도동, 계령약국)",02-822-8105
335,계산온누리약국,"서울특별시 성북구 동소문로20길 43, 1층 (동선동1가)",02-925-4551
336,고가모니한약국,"서울특별시 동대문구 경희대로3길 10, 2층 (회기동)",02-969-4936
337,고덕3층약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 312호 (명일동)",02-429-9929
338,고덕경희온누리약국,"서울특별시 강동구 고덕로 256, 명성프라자 101호 (명일동)",02-429-5885
339,고덕약국,"서울특별시 강동구 고덕로 353, 고덕그라시움아파트(상가1동) 208호 (고덕동)",02-427-9904
340,고덕퍼스트약국,"서울특별시 강동구 고덕로 353, 고덕그라시움(제1상가) 254,255호 (고덕동)",02-515-7293
341,고덕호약국,"서울특별시 강동구 고덕로 266, 고덕역 대명벨리온 408호 (명일동)",02-426-3633
342,고래약국,"서울특별시 마포구 신촌로 지하 90, 신촌역 B1 240-107호 (노고산동)",02-333-7967
343,고래약국,"서울특별시 구로구 디지털로26길 123, 지플러스타워 지하1층 B105호 (구로동)",02-856-0630
344,고려약국,서울특별시 강북구 삼양로 337 (수유동),02-980-6875
345,고려약국,"서울특별시 강동구 천호대로 1125, (길동)",02-477-5257
346,고려약국,"서울특별시 중랑구 상봉로 49, (면목동)",02-433-6447
347,고명약국,서울특별시 도봉구 도봉로 724,02-3493-0343
348,고명약국,"서울특별시 서초구 바우뫼로 23, 101호 (우면동,선일상가)",02-2057-3448
349,고바우약국,서울특별시 송파구 마천로41길 21 (마천동),02-402-0730
350,고성희약국,서울특별시 금천구 금하로24길 57 ,02-808-3616
351,고속터미널약국,"서울특별시 서초구 신반포로 194, 서울고속버스터미널 본관동1층 쇼케이스1호 (반포동)",02-595-2260
352,고약국,"서울특별시 광진구 구의로 7, 1층 2호 (구의동)",02-457-6159
353,고연뿌리약국,"서울특별시 서초구 신반포로 지하 188, 지하1층 (반포동, 강남고속터미널역)",02-534-7500
354,고옥진한약국,"서울특별시 강서구 화곡로68길 15, 213호 (등촌동)",02-3096-1100
355,고운마음약국,"서울특별시 강서구 양천로 500, 등촌동노블리움오피스텔 115호 (등촌동)",02-3663-7779
356,고운약국,"서울특별시 송파구 송이로32길 37, 201동 1층 04호 (문정동, 문정푸르지오아파트)",02-400-8786
357,고원약국,"서울특별시 금천구 시흥대로153길 68, (가산동)",02-856-7123
358,고은약국,서울특별시 동작구 사당로23길 185 (사당동),02-532-5384
359,고은약국,서울특별시 영등포구 영신로 259,02-2678-8084
360,고은약국,"서울특별시 관악구 신림로 339, 1층 (신림동)",02-888-7888
361,고은약국,"서울특별시 은평구 은평로 8, (신사동)",02-303-7311
362,고은온누리약국,서울특별시 동작구 여의대방로36길 1 (대방동),02-826-8347
363,고은온누리약국,"서울특별시 강동구 천호대로 1153, 1층 (길동)",02-477-9403
364,고일약국,서울특별시 은평구 증산로3길 8 ,02-303-9715
365,고전약국,서울특별시 강북구 도봉로 167,02-988-7851
366,고척시장약국,"서울특별시 구로구 경인로47길 126, 1층 (고척동)",02-2681-3535
367,고향약국,서울특별시 중구 남대문로 22(남대문로3가),02-3789-7749
368,골드로즈약국,서울특별시 강남구 선릉로86길 31,02-567-3609
369,골드약국,"서울특별시 동작구 동작대로 89, 504호 (사당동, 골든시네마타워)",02-588-8013
370,곰달래약국,"서울특별시 강서구 곰달래로 226, (화곡동)",02-2642-4196
371,곰돌이스타약국,"서울특별시 서초구 방배로 226, 3층 303호 (방배동)",02-595-8795
372,곰약국,"서울특별시 은평구 연서로 73, (역촌동)",02-355-8322
373,곰약국,서울특별시 은평구 연서로 73 (역촌동),02-355-8322
374,공감약국,"서울특별시 송파구 잠실로 209, KT송파타워 지하1층 1호 (신천동)",02-419-8885
375,공덕역마트약국,"서울특별시 마포구 백범로 212, 2층 (신공덕동, 대우 월드마크마포)",02-715-2483
376,공덕오거리약국,"서울특별시 마포구 새창로 11, 1층 (도화동)",02-711-8411
377,공덕제일약국,"서울특별시 마포구 만리재로 15, 제일빌딩 1층 19호 (공덕동)",02-707-1012
378,공생약국,"서울특별시 종로구 종로 228, 1층 (종로5가)",02-2277-1366
379,공원아이사랑약국,"서울특별시 성북구 동소문로44길 17, 102동 106호 (하월곡동, 성북힐스테이트)",02-909-0322
380,공원온누리약국,"서울특별시 영등포구 신길로 252, (영등포동)",02-836-2086
381,공중약국,서울특별시 성동구 성덕정길 105(성수동2가),02-3409-2755
382,공항메디칼약국,"서울특별시 강서구 공항대로 38, 1층 (공항동)",02-3664-5157
383,공항시장샘온누리약국,"서울특별시 강서구 방화동로 37, 메디스타워 102호 (방화동)",02-2064-2204
384,공항약국,서울특별시 강서구 방화동로 10-2,02-2661-4889
385,관악그랜드약국,"서울특별시 관악구 신림로 141, 1층 (신림동)",02-877-1023
386,관악소망약국,"서울특별시 관악구 남부순환로 1838, 2층 (봉천동)",02-878-4568
387,관악우리약국,서울특별시 관악구 남부순환로 1630  (신림동),02-886-9878
388,관악이화약국,"서울특별시 관악구 봉천로 281, 1층(봉천동)",02-885-0456
389,관악희망약국,"서울특별시 관악구 관악로 248, 1층 (봉천동)",02-885-4940
390,광교약국,"서울특별시 종로구 청계천로 49, (관철동)",02-734-4690
391,광명약국,"서울특별시 마포구 양화로 191, 1층 (동교동)",02-324-2985
392,광성약국,서울특별시 강남구 강남대로 520  (논현동),02-548-7304
393,광실약국,서울특별시 마포구 도화길 32,02-711-3627
394,광일약국,서울특별시 관악구 양녕로 38,02-878-9588
395,광장약국,"서울특별시 관악구 관악로40길 47, 현대상가 1동 1층 5호 (봉천동)",070-7744-6763
396,광장약국,"서울특별시 서대문구 성산로 494-30, 대우빌딩 1층 (대신동)",02-364-5595
397,광장온누리약국,"서울특별시 관악구 신림로 107, 1층 (신림동)",02-886-3509
398,광장온누리약국,서울특별시 금천구 금하로 710 ,02-803-7549
399,광제사약국,"서울특별시 광진구 면목로 130, 1층 (중곡동)",02-464-1832
400,광주약국,"서울특별시 동작구 동작대로 127, 1층 (사당동)",02-591-0075
401,광주약국,서울특별시 관악구 관악로 268,02-884-2000
402,광주참약국,서울특별시 중구 퇴계로 45 (남창동),02-756-3609
403,광진바른약국,"서울특별시 광진구 자양로 168, 101호 (구의동, 광진 더프레236)",02-454-3311
404,광진백화점약국,서울특별시 광진구 자양로 43  (자양동),02-457-7873
405,광진약국,"서울특별시 중구 다산로27길 6-14, (신당동)",02-2237-5296
406,광진온누리약국,서울특별시 광진구 아차산로69길 8 ,02-457-8377
407,광진제일큰약국,"서울특별시 광진구 자양로 164, 하림빌딩 1층 (구의동)",02-6215-2225
408,광진프라자약국,"서울특별시 광진구 면목로 113-1, 1층 (중곡동)",02-466-0652
409,광해약국,서울특별시 광진구 능동로 298,02-447-8188
410,광혜당약국,서울특별시 성북구 장월로 88-1 (장위동),02-942-5199
411,광혜약국,"서울특별시 서대문구 성산로17길 5, (연희동)",02-362-6250
412,광화문123약국,"서울특별시 종로구 삼봉로 44, 1층 (청진동)",02-723-0124
413,광화문윤약국,"서울특별시 종로구 세종대로 159, 4층 (세종로)",02-720-1717
414,광희약국,"서울특별시 중구 퇴계로 322, 정미식품 (광희동2가)",02-2273-5555
415,교보약국,서울특별시 관악구 남부순환로 1827 ,02-878-7582
416,교회옆약국,"서울특별시 종로구 대학로5길 35, 101호, 201호 (연건동)",02-763-7639
417,구로2호선약국,"서울특별시 구로구 도림천로 477, 구로디지털단지역 지상1층 001호 (구로동)",070-7672-0012
418,구로메디칼약국,서울특별시 구로구 경인로 431 (고척동),02-2614-3206
419,구로미소약국,서울특별시 구로구 서해안로 2338 (오류동),02-2615-0766
420,구로솔약국,서울특별시 구로구 경인로 433 (고척동),02-2689-5550
421,구로시장약국,"서울특별시 구로구 구로동로26길 37, 1층 (구로동)",02-854-1385
422,구로약국,"서울특별시 구로구 구로동로 147, MEDI FLOWER 147 1층 (구로동)",02-865-1122
423,구로엔씨온누리약국,"서울특별시 구로구 구로중앙로 152, NC백화점 지하1층 (구로동)",02-6923-2111
424,구로조은약국,"서울특별시 구로구 가마산로 219, 1층 (구로동)",02-869-6644
425,구로종로약국,서울특별시 구로구 경인로 193  (오류동),02-2688-0155
426,구로참조은약국,"서울특별시 구로구 구로동로 78, 시몬빌딩 1층 (구로동)",02-6956-2627
427,구로프라자온누리약국,"서울특별시 구로구 개봉로 30 (개봉동, 로얄타워)",0226136044
428,구로행복약국,"서울특별시 관악구 조원로 20, 101호 (신림동)",02-868-1653
429,구룡수약국,"서울특별시 서초구 논현로31길 41, 1층 (양재동)",02-576-9772
430,구룡약국,"서울특별시 양천구 목동서로 340, 상가비동 129호 (신정동, 목동신시가지아파트9단지)",02-2648-1460
