순위,영화명,개봉일,매출액 ,매출액 점유율,관객수,스크린수,대표국적,국적,배급사
21,걸캅스,2019-05-09,"13,807,476,134",1.5%,"1,628,963",973,한국,한국,(주)씨제이이엔엠
22,사자,2019-07-31,"12,917,306,145",1.4%,"1,609,737","1,405",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
23,나의 특별한 형제,2019-05-01,"12,081,618,074",1.3%,"1,478,156",936,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
24,유열의 음악앨범,2019-08-28,"10,233,455,040",1.1%,"1,245,532","1,078",한국,한국,CGV아트하우스
25,퍼펙트맨,2019-10-02,"10,311,352,770",1.1%,"1,240,022",894,한국,한국,(주)쇼박스
26,생일,2019-04-03,"9,879,762,840",1.0%,"1,196,694",862,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
27,"힘을 내요, 미스터 리",2019-09-11,"9,930,518,906",1.0%,"1,181,960",990,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
28,장사리 : 잊혀진 영웅들,2019-09-25,"8,997,921,050",1.0%,"1,140,876","1,090",한국,한국,워너브러더스 코리아(주)
29,롱 리브 더 킹: 목포 영웅,2019-06-19,"9,228,798,910",1.0%,"1,094,404",965,한국,한국,"플러스엠 엔터테인먼트,(주)콘텐츠지오"
30,천문: 하늘에 묻는다,2019-12-26,"7,808,242,950",0.8%,"965,624","1,198",한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
31,나랏말싸미,2019-07-24,"7,871,240,823",0.8%,"958,775","1,211",한국,한국,플러스엠 엔터테인먼트
32,레드슈즈,2019-07-25,"6,103,833,190",0.6%,"817,729",717,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
33,뽀로로 극장판 보물섬 대모험,2019-04-25,"5,886,268,900",0.6%,"766,758",736,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
34,신비아파트 극장판 하늘도깨비 대 요르문간드,2019-12-19,"5,299,942,440",0.6%,"672,122",841,한국,한국,(주)씨제이이엔엠
35,나를 찾아줘,2019-11-27,"5,117,014,620",0.5%,"645,082",875,한국,한국,워너브러더스 코리아(주)
36,광대들: 풍문조작단,2019-08-21,"5,226,776,088",0.6%,"637,021",806,한국,한국,워너브러더스 코리아(주)
37,극장판 헬로카봇 : 달나라를 구해줘!,2019-09-04,"4,579,618,150",0.5%,"590,413",889,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
38,극장판 헬로카봇: 옴파로스 섬의 비밀,2019-01-31,"4,485,905,140",0.5%,"575,353",752,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
39,양자물리학,2019-09-25,"4,527,976,380",0.5%,"554,093",799,한국,한국,(주)메리크리스마스
41,감쪽같은 그녀,2019-12-04,"3,594,862,790",0.4%,"469,296",761,한국,한국,플러스엠 엔터테인먼트
43,러브 유어셀프 인 서울,2019-01-26,"3,209,682,900",0.3%,"342,366",224,한국,한국,씨제이 씨지브이(CJ CGV)(주)
44,브링 더 소울 : 더 무비,2019-08-07,"2,902,500,310",0.3%,"336,074",569,한국,한국,"CGV ICECON,월트디즈니컴퍼니코리아 유한책임회사"
45,미성년,2019-04-11,"2,493,769,950",0.3%,"293,258",673,한국,한국,(주)쇼박스
46,배심원들,2019-05-15,"2,306,806,090",0.2%,"288,579",784,한국,한국,CGV아트하우스
47,기방도령,2019-07-10,"2,330,230,190",0.2%,"287,053",625,한국,한국,판씨네마(주)
48,기묘한 가족,2019-02-13,"2,119,306,275",0.2%,"263,322",625,한국,한국,플러스엠 엔터테인먼트
49,악질경찰,2019-03-20,"2,256,615,278",0.2%,"262,233",833,한국,한국,워너브러더스 코리아(주)
51,어린 의뢰인,2019-05-22,"1,674,934,600",0.2%,"203,009",671,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
52,비스트,2019-06-26,"1,596,148,590",0.2%,"202,007",737,한국,한국,(주)넥스트엔터테인먼트월드(NEW)
55,우상,2019-03-20,"1,581,839,728",0.2%,"183,784",900,한국,한국,CGV아트하우스
56,두번할까요,2019-10-17,"1,457,656,120",0.2%,"176,020",658,한국,한국,(주)리틀빅픽쳐스
58,자전차왕 엄복동,2019-02-27,"1,304,861,670",0.1%,"172,212",624,한국,한국,(주)셀트리온엔터테인먼트
59,진범,2019-07-10,"1,430,365,000",0.2%,"168,119",224,한국,한국,(주)리틀빅픽쳐스
60,0.0MHz,2019-05-29,"1,088,258,860",0.1%,"137,294",446,한국,한국,(주)스마일이엔티
61,암전,2019-08-15,"921,274,215",0.1%,"104,395",423,한국,한국,TCO(주)더콘텐츠온
62,크게 될 놈,2019-04-18,"781,972,420",0.1%,"102,374",447,한국,한국,(주)영화사오원
64,극장판 반지의 비밀일기,2019-09-11,"539,843,170",0.1%,"67,319",459,한국,한국,"(주)영화사 빅,(주)버킷스튜디오"
65,왓칭,2019-04-17,"463,512,262",0.0%,"55,366",488,한국,한국,(주)리틀빅픽쳐스
67,썬키스 패밀리,2019-03-27,"245,549,900",0.0%,"31,742",417,한국,한국,플러스엠 엔터테인먼트
68,캐리tv 러브콘서트 더 무비,2019-08-07,"230,599,700",0.0%,"29,277",155,한국,한국,롯데컬처웍스(주)롯데엔터테인먼트
69,얼굴없는 보스,2019-11-21,"199,801,000",0.0%,"23,711",293,한국,한국,"(주)좋은 하늘,(주)박수엔터테인먼트"
70,극장판 샤이닝스타:새로운 루나퀸의 탄생!,2019-07-18,"129,098,700",0.0%,"15,785",117,한국,한국,(주)리틀빅픽쳐스
71,해치지않아,2020-01-15,"128,233,000",0.0%,"15,037","1,216",한국,한국,(주)에이스메이커무비웍스
72,웃는남자 감독판,2019-11-29,"172,341,000",0.0%,"13,087",18,한국,한국,(주)디지컴코리아엠앤엠
74,공포체험단 곤지암편,2019-07-19,"17,285,500",0.0%,"3,282",10,한국,한국,(주)쇼박스
75,노리개: 그녀의 눈물,2019-06-13,"23,731,950",0.0%,"2,767",50,한국,한국,(주)제이앤씨미디어그룹
76,몬테크리스토,2019-11-14,"26,167,000",0.0%,"2,056",14,한국,한국,(주)비프로
78,오늘도 위위,2019-10-17,"11,681,460",0.0%,"1,416",40,한국,한국,(주)영화사오원
79,아직 사랑하고 있습니까?,2019-12-04,"10,825,340",0.0%,"1,398",38,한국,한국,(주)디스테이션
80,더하우스,2019-12-12,"7,631,000",0.0%,"1,245",48,한국,한국,(주)이놀미디어
81,미스터 주: 사라진 VIP,2020-01-22,"6,492,000",0.0%,940,692,한국,한국,"플러스엠 엔터테인먼트,(주)리틀빅픽쳐스"
82,귀신의 향기,2019-07-03,"5,295,500",0.0%,748,17,한국,한국,(주)스튜디오후크
84,정의심판,2019-10-17,"5,772,000",0.0%,652,2,한국,한국,프로젝트 엔터테인먼트
85,로드킬,2019-02-21,"4,239,100",0.0%,542,17,한국,한국,(주)갤럭시컴퍼니
86,착한 엄마: 아버지의 여자를 탐하다,2019-06-24,"2,571,000",0.0%,451,19,한국,한국,(주)소나무픽쳐스
87,내 엄마의 친구 2,2019-04-12,"2,596,000",0.0%,440,25,한국,한국,(주)소나무픽쳐스
88,새엄마 2019,2019-11-25,"1,881,000",0.0%,336,21,한국,한국,(주)소나무픽쳐스
90,엄마 애인 3,2019-05-23,"1,348,000",0.0%,256,20,한국,한국,(주)컨텐츠 빌리지
91,음란 과외 2,2019-05-23,"1,341,000",0.0%,250,20,한국,한국,(주)컨텐츠 빌리지
92,아빠와 딸,2019-06-07,"1,407,000",0.0%,248,20,한국,한국,(주)디에이치미디어
93,어린 엄마의 비밀,2019-07-18,"1,184,000",0.0%,245,1,한국,한국,(주)케이알씨지
93,누나의 속사정,2019-07-17,"1,184,000",0.0%,245,1,한국,한국,(주)케이알씨지
93,어우동과 춘향뎐,2019-08-09,"1,184,000",0.0%,245,20,한국,한국,(주)케이알씨지
93,새엄마들 2019,2019-07-23,"1,289,000",0.0%,245,21,한국,한국,(주)소나무픽쳐스
97,친구엄마 그리고 정사-무삭제판,2019-01-30,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,정사 그녀의 언니,2019-12-27,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,아내의 친구,2019-09-12,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,그녀의 하드코어-무삭제판,2019-03-21,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,이웃집 형수-무삭제,2019-04-16,"1,183,000",0.0%,244,19,한국,한국,(주)케이알씨지
97,조선음란기방 옥미향 명기열전,2019-01-03,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,어린 아가씨,2019-09-05,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,최음섹스,2019-11-08,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,옆집 누나의 성물,2019-12-27,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,어린동생-무삭제,2019-03-28,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,엄마 친구의 떡 선물-무삭제판,2019-03-28,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,젊은엄마 그리고 섹스,2019-08-29,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
97,음란야도,2019-09-05,"1,183,000",0.0%,244,20,한국,한국,(주)케이알씨지
110,착한처제 2019,2019-10-25,"1,290,000",0.0%,243,20,한국,한국,(주)소나무픽쳐스
111,티켓다방 2,2019-12-26,"1,114,000",0.0%,229,20,한국,한국,(주)컨텐츠 빌리지
112,사돈 처녀 2,2019-09-05,"1,084,000",0.0%,219,20,한국,한국,(주)컨텐츠 빌리지
113,어린 처형 2,2019-08-01,"1,497,000",0.0%,215,20,한국,한국,(주)컨텐츠 빌리지
114,BJ노는이모,2019-12-02,"1,056,000",0.0%,210,20,한국,한국,(주)영화사히트
115,어린 식모,2019-09-19,"990,000",0.0%,208,20,한국,한국,(주)나우콘텐츠
116,원정녀 1호의 사연,2019-09-24,"1,048,000",0.0%,207,20,한국,한국,(주)영화사히트
117,극한수업,2019-10-21,"1,039,000",0.0%,204,20,한국,한국,(주)영화사히트
118,젊은 미망인,2019-01-29,"996,000",0.0%,196,20,한국,한국,(주)라온컴퍼니플러스
119,엄마 애인 2,2019-03-14,"990,000",0.0%,195,20,한국,한국,(주)컨텐츠 빌리지
119,딸의 친구 4,2019-07-11,"1,012,000",0.0%,195,20,한국,한국,(주)컨텐츠 빌리지
121,다방엄마,2019-03-28,"1,425,000",0.0%,194,20,한국,한국,(주)투모션
122,어린 이모 2,2019-08-22,"1,413,000",0.0%,193,20,한국,한국,(주)컨텐츠 빌리지
123,관전녀,2019-10-10,"1,000,000",0.0%,191,20,한국,한국,(주)컨텐츠 빌리지
124,가슴 큰 여자친구,2019-03-08,"978,000",0.0%,189,20,한국,한국,(주)담화
125,처제의 일기,2019-09-26,"988,000",0.0%,187,20,한국,한국,(주)컨텐츠 빌리지
126,옆집 아가씨,2019-03-15,"972,000",0.0%,186,20,한국,한국,(주)담화
126,막내 이모,2019-07-18,"982,000",0.0%,186,20,한국,한국,(주)컨텐츠 빌리지
128,딸의 애인 3,2019-12-05,"979,000",0.0%,184,20,한국,한국,(주)컨텐츠 빌리지
128,시월드,2019-06-21,"918,000",0.0%,184,20,한국,한국,(주)메이크아트
128,보도드라이버: 풀코스,2019-06-14,"1,110,000",0.0%,184,20,한국,한국,(주)노바이앤티
131,내 여자의 남자들,2019-09-27,"970,000",0.0%,181,20,한국,한국,(주)가온콘텐츠
132,막내 형수,2019-06-06,"955,000",0.0%,180,20,한국,한국,(주)컨텐츠 빌리지
132,어린고모,2019-05-15,"955,000",0.0%,180,20,한국,한국,(주)가온콘텐츠
134,딸의 애인 2,2019-01-30,"958,000",0.0%,179,20,한국,한국,(주)컨텐츠 빌리지
135,첫경험 2,2019-08-08,"961,000",0.0%,178,20,한국,한국,(주)컨텐츠 빌리지
135,막내 형수 2,2019-11-28,"961,000",0.0%,178,20,한국,한국,(주)컨텐츠 빌리지
135,음란한 모녀의 정사,2019-12-02,"959,000",0.0%,178,20,한국,한국,(주)담화
138,어린 누나 3,2019-05-02,"948,000",0.0%,177,20,한국,한국,(주)컨텐츠 빌리지
140,딸의 친구 3,2019-03-21,"952,000",0.0%,176,20,한국,한국,(주)컨텐츠 빌리지
140,어린 엄마 3,2019-05-30,"947,000",0.0%,176,20,한국,한국,(주)컨텐츠 빌리지
140,강남 며느리,2019-10-11,"955,000",0.0%,176,20,한국,한국,선셋 시네마
143,관전남,2019-07-25,"951,000",0.0%,175,20,한국,한국,(주)컨텐츠 빌리지
144,여배우: 섹스수업,2019-04-05,"948,000",0.0%,174,20,한국,한국,(주)제이에이와이이엔터테인먼트
145,어린 형수 4,2019-01-04,"946,000",0.0%,173,20,한국,한국,(주)컨텐츠 빌리지
145,형부를 탐하다,2019-04-10,"951,000",0.0%,173,2,한국,한국,(주)가온콘텐츠
147,남편친구들,2019-05-08,"938,000",0.0%,172,20,한국,한국,(주)가온콘텐츠
147,"유기농 섹드립 로맨스 ""오목리 미스킴""",2019-04-11,"944,000",0.0%,172,20,한국,한국,(주)코빈커뮤니케이션즈
149,발기찬 처가살이,2019-02-12,"942,000",0.0%,171,20,한국,한국,(주)가온콘텐츠
149,어린 엄마 2,2019-03-28,"942,000",0.0%,171,20,한국,한국,(주)컨텐츠 빌리지
149,등산의 참맛,2019-01-15,"942,000",0.0%,171,20,한국,한국,(주)라온컴퍼니플러스
152,천박한 누나,2019-02-27,"940,000",0.0%,170,20,한국,한국,(주)가온콘텐츠
152,너 말고 니 언니,2019-04-17,"871,000",0.0%,170,20,한국,한국,노바엔터테인먼트
152,상류시대,2019-01-03,"943,000",0.0%,170,20,한국,한국,(주)라온컴퍼니플러스
155,식모-머피의 법칙,2019-11-20,"916,000",0.0%,169,20,한국,한국,(주)나우콘텐츠
155,내방에 일본여자가 있다,2019-02-12,"938,000",0.0%,169,20,한국,한국,(주)엔트리미디어
155,우리 도련님,2019-02-25,"938,000",0.0%,169,20,한국,한국,(주)영화사히트
155,어린 형수 5,2019-10-17,"934,000",0.0%,169,20,한국,한국,(주)컨텐츠 빌리지
155,스튜디오,2019-02-27,"938,000",0.0%,169,20,한국,한국,RGB
155,관전TV,2019-11-01,"933,000",0.0%,169,20,한국,한국,밀크픽처스
155,막내 처제,2019-11-14,"934,000",0.0%,169,20,한국,한국,(주)컨텐츠 빌리지
155,누나의 맛,2019-06-19,"933,000",0.0%,169,20,한국,한국,(주)담화
155,섹파어플,2019-12-13,"933,000",0.0%,169,20,한국,한국,(주)담화
155,어린 처제 3,2019-05-09,"932,000",0.0%,169,20,한국,한국,(주)컨텐츠 빌리지
155,친구부부,2019-11-08,"933,000",0.0%,169,20,한국,한국,밀크픽처스
155,첫경험 3,2019-12-19,"933,000",0.0%,169,20,한국,한국,(주)컨텐츠 빌리지
155,음란한 병원,2019-04-17,"938,000",0.0%,169,20,한국,한국,(주)가온콘텐츠
168,화끈한 룸메이트,2019-05-16,"858,000",0.0%,166,20,한국,한국,주식회사 플릭스코
169,"처제는, 처제와, 처제의...",2019-05-30,"850,000",0.0%,162,20,한국,한국,(주)나우콘텐츠
170,보도드라이버: 떡마차,2019-05-17,"848,000",0.0%,161,20,한국,한국,(주)노바이앤티
170,가싶녀,2019-12-12,"895,000",0.0%,161,21,한국,한국,(주)나우콘텐츠
172,아내와 처제,2019-11-13,"888,000",0.0%,160,20,한국,한국,(주)나우콘텐츠
172,식모-아내의 친구,2019-10-17,"888,000",0.0%,160,20,한국,한국,(주)나우콘텐츠
174,완벽한 타인 : 비밀의 스와핑,2019-09-06,"858,000",0.0%,157,20,한국,한국,(주)메이크아트
176,옆집소녀3,2019-09-11,"700,000",0.0%,130,20,한국,한국,스마일컨텐츠
177,오피스텔-잘하는애들로,2019-06-07,"663,000",0.0%,122,20,한국,한국,(주)케이피에이기획
178,여대생들의은밀한아르바이트,2019-05-07,"657,000",0.0%,119,20,한국,한국,에이원 미디어
179,장모의유혹,2019-02-22,"764,000",0.0%,116,20,한국,한국,스마일컨텐츠
180,밝히는그녀들,2019-12-12,"652,000",0.0%,114,20,한국,한국,스마일컨텐츠
181,자매의은밀한스와핑-무삭제,2019-02-15,"650,000",0.0%,113,20,한국,한국,스마일컨텐츠
181,폐교,2019-09-05,"670,300",0.0%,113,20,한국,한국,(주)유비네트워크
183,아내의유혹,2019-10-25,"644,000",0.0%,111,20,한국,한국,에이원 미디어
183,맛있는엄마들,2019-09-27,"643,000",0.0%,111,20,한국,한국,스마일컨텐츠
185,엄마학개론,2019-04-19,"644,000",0.0%,110,20,한국,한국,스마일컨텐츠
185,동생의 여자-무삭제,2019-03-22,"644,000",0.0%,110,1,한국,한국,(주)케이피에이기획
185,가슴큰엄마들,2019-08-16,"638,000",0.0%,110,20,한국,한국,스마일컨텐츠
185,이모의유혹2,2019-07-05,"639,000",0.0%,110,20,한국,한국,스마일컨텐츠
189,탐스런 옆집아내,2019-10-18,"300,000",0.0%,60,1,한국,한국,(주)가온콘텐츠
189,어린고모 무삭제판,2019-10-29,"300,000",0.0%,60,1,한국,한국,(주)가온콘텐츠
189,누나의맛 무삭제판,2019-10-22,"300,000",0.0%,60,1,한국,한국,(주)담화
189,여배우: 섹스수업 무삭제판,2019-10-01,"300,000",0.0%,60,1,한국,한국,(주)제이에이와이이엔터테인먼트
189,아내의알바,2019-10-17,"300,000",0.0%,60,1,한국,한국,(주)가온콘텐츠
189,당신이 기쁘다면,2019-12-10,"300,000",0.0%,60,1,한국,한국,(주)가온콘텐츠
189,가슴 큰 처제,2019-12-17,"300,000",0.0%,60,1,한국,한국,케이엘 픽쳐스
189,남편상사들,2019-12-16,"300,000",0.0%,60,1,한국,한국,(주)라온컴퍼니플러스
189,가슴 큰 여자친구 무삭제판,2019-08-28,"300,000",0.0%,60,1,한국,한국,(주)담화
189,내 아내는 둘이다,2019-11-25,"300,000",0.0%,60,1,한국,한국,(주)가온콘텐츠
189,옆집아가씨 무삭제판,2019-08-01,"300,000",0.0%,60,1,한국,한국,(주)담화
189,가슴 큰 형수,2019-12-23,"300,000",0.0%,60,1,한국,한국,케이엘 픽쳐스
201,섹스하기 좋은 날 무삭제,2019-03-12,"177,000",0.0%,58,20,한국,한국,(주)영화사가을
202,이상한 게임,2019-06-09,"324,000",0.0%,54,1,한국,한국,디자인 콘텐츠
203,콩쥐별전 - 전주성의 비밀,2019-07-27,"219,000",0.0%,52,1,한국,한국,유한회사 올빼미하우스
204,우리 누나 친구 무삭제,2019-10-24,"130,000",0.0%,26,20,한국,한국,(주)영화사가을
205,며느리의 남자 무삭제,2019-10-31,"112,000",0.0%,22,20,한국,한국,(주)영화사가을
205,정사 2018 무삭제,2019-02-21,"109,000",0.0%,22,20,한국,한국,(주)영화사가을
207,친구 누나 3 무삭제,2019-03-07,"107,000",0.0%,21,20,한국,한국,(주)영화사가을
207,관계 : 특별한 형수 무삭제,2019-11-07,"106,000",0.0%,21,1,한국,한국,(주)영화사가을
209,옷 잘 벗는 예쁜 누나,2019-10-07,"100,000",0.0%,20,11,한국,한국,(주)영화사가을
209,파라다이스 인 푸켓:여대생의 맛,2019-12-13,"109,000",0.0%,20,20,한국,한국,(주)영진크리에이티브
209,가족 연애사,2019-12-27,"109,000",0.0%,20,20,한국,한국,(주)영진크리에이티브
209,직장 연애사,2019-12-27,"109,000",0.0%,20,20,한국,한국,(주)영진크리에이티브
209,내 친구의 숙모,2019-03-05,"105,000",0.0%,20,20,한국,한국,(주)영화사가을
209,누나 친구 3,2019-04-08,"105,000",0.0%,20,20,한국,한국,(주)영화사가을
209,밀애 : 친구엄마 2,2019-06-24,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,착한 엄마 3,2019-08-26,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,정사 : 아내의 친구 2 무삭제,2019-08-14,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,정사 : 엄마친구 무삭제,2019-10-10,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,세자매의 스와핑,2019-11-06,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,오르가즘 특강,2019-11-01,"109,000",0.0%,20,20,한국,한국,(주)로드하우스
209,아내가 그놈에게 당했다 무삭제,2019-12-09,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,작은 엄마 2 무삭제,2019-12-23,"100,000",0.0%,20,20,한국,한국,(주)영화사가을
209,내 아내의 언니 3,2019-01-24,"105,000",0.0%,20,20,한국,한국,(주)영화사가을
209,내 아내의 엄마,2019-02-25,"105,000",0.0%,20,20,한국,한국,(주)영화사가을
